order_id,product_id,customer_id,quantity,TotalPrice,order_date,shipping_date,order_status,payment_method
O72565,P1001,C20057,4,4770.92,2022-02-13,2022-02-20,Afsendt,MobilePay
O72566,P1003,C20261,2,5698.2,2023-02-05,2023-02-09,Afsendt,Faktura
O72567,P1020,C20323,6,16149.96,2023-10-24,2023-10-31,Afsendt,MobilePay
O72568,P1004,C20064,4,11945.6,2023-05-25,2023-06-01,Afsendt,Dankort
O72569,P1005,C20082,6,10597.38,2023-12-23,2023-12-30,Afsendt,Faktura
O72570,P1002,C20622,3,764.22,2022-10-15,2022-10-19,Leveret,MobilePay
O72571,P1014,C20999,5,10323.55,2022-11-12,2022-11-19,Afsendt,Kreditkort
O72572,P1004,C21003,6,17918.4,2023-04-26,2023-04-29,Returneret,Dankort
O72573,P1018,C20592,3,1633.38,2022-09-15,2022-09-21,Afsendt,Kreditkort
O72574,P1009,C21160,2,647.08,2022-11-17,2022-11-20,Afsendt,MobilePay
O72575,P1001,C20843,5,5963.65,2022-07-16,2022-07-23,Afsendt,Faktura
O72576,P1017,C20286,5,22491.65,2023-11-17,2023-11-23,Leveret,MobilePay
O72577,P1002,C21112,3,764.22,2022-07-14,2022-07-20,Afsendt,Kreditkort
O72578,P1003,C20356,5,14245.5,2024-03-28,2024-04-01,Afsendt,MobilePay
O72579,P1017,C20691,5,22491.65,2023-10-16,2023-10-18,Afsendt,Faktura
O72580,P1019,C20555,4,15920.76,2023-01-19,2023-01-21,Annulleret,Faktura
O72581,P1005,C20148,3,5298.69,2023-07-05,2023-07-08,Afsendt,Faktura
O72582,P1019,C20137,1,3980.19,2024-04-12,2024-04-17,Afsendt,MobilePay
O72583,P1009,C21196,5,1617.7,2023-05-22,2023-05-26,Leveret,Faktura
O72584,P1016,C21003,4,5229.88,2022-07-23,2022-07-26,Afsendt,Faktura
O72585,P1001,C20287,1,1192.73,2023-03-24,2023-03-28,Afsendt,MobilePay
O72586,P1016,C20144,1,1307.47,2024-02-18,2024-02-25,Afsendt,MobilePay
O72587,P1004,C20867,6,17918.4,2022-05-11,2022-05-18,Afsendt,Dankort
O72588,P1001,C20568,5,5963.65,2022-01-11,2022-01-12,Afsendt,Kreditkort
O72589,P1003,C21169,5,14245.5,2022-08-25,2022-08-27,Leveret,MobilePay
O72590,P1005,C21134,1,1766.23,2024-05-10,2024-05-12,Afsendt,Kreditkort
O72591,P1012,C20417,4,10865.16,2022-06-25,2022-07-02,Afsendt,Dankort
O72592,P1003,C20553,6,17094.6,2022-06-14,2022-06-15,Leveret,Dankort
O72593,P1012,C20453,4,10865.16,2022-04-08,2022-04-10,Afsendt,Kreditkort
O72594,P1018,C20007,1,544.46,2022-06-27,2022-06-29,Afsendt,MobilePay
O72595,P1012,C20792,5,13581.45,2023-03-22,2023-03-27,Afsendt,Kreditkort
O72596,P1004,C20910,4,11945.6,2022-04-13,2022-04-20,Afsendt,Faktura
O72597,P1020,C20048,4,10766.64,2024-05-21,2024-05-26,Afsendt,MobilePay
O72598,P1014,C21074,4,8258.84,2022-07-30,2022-08-05,Afsendt,Dankort
O72599,P1003,C20906,4,11396.4,2023-05-27,2023-06-01,Leveret,MobilePay
O72600,P1004,C20774,5,14932.0,2022-05-28,2022-06-03,Afsendt,Faktura
O72601,P1001,C20830,3,3578.19,2022-08-01,2022-08-03,Afsendt,MobilePay
O72602,P1003,C20050,4,11396.4,2022-08-25,2022-08-29,Leveret,Kreditkort
O72603,P1004,C20045,4,11945.6,2023-10-23,2023-10-29,Afsendt,MobilePay
O72604,P1016,C20894,4,5229.88,2023-01-04,2023-01-08,Leveret,Faktura
O72605,P1018,C20469,3,1633.38,2022-04-02,2022-04-06,Afsendt,MobilePay
O72606,P1005,C21200,2,3532.46,2023-05-06,2023-05-08,Leveret,Kreditkort
O72607,P1019,C20099,3,11940.57,2024-05-16,2024-05-17,Leveret,Dankort
O72608,P1004,C21133,5,14932.0,2023-12-26,2023-12-28,Afsendt,Dankort
O72609,P1014,C20601,2,4129.42,2023-06-22,2023-06-25,Afsendt,Faktura
O72610,P1009,C20470,2,647.08,2022-10-13,2022-10-20,Afsendt,Kreditkort
O72611,P1017,C20107,1,4498.33,2023-06-18,2023-06-19,Afsendt,Kreditkort
O72612,P1014,C20344,4,8258.84,2022-10-23,2022-10-28,Afsendt,Kreditkort
O72613,P1004,C20208,1,2986.4,2023-09-10,2023-09-16,Afsendt,Kreditkort
O72614,P1020,C21134,4,10766.64,2023-07-01,2023-07-02,Leveret,Kreditkort
O72615,P1009,C20504,2,647.08,2022-06-06,2022-06-11,Leveret,MobilePay
O72616,P1020,C21052,3,8074.98,2024-05-25,2024-05-27,Leveret,Dankort
O72617,P1005,C20961,1,1766.23,2023-02-08,2023-02-10,Afsendt,Kreditkort
O72618,P1003,C21176,3,8547.3,2022-09-05,2022-09-12,Leveret,Faktura
O72619,P1005,C20226,6,10597.38,2022-09-09,2022-09-13,Leveret,Kreditkort
O72620,P1020,C20138,1,2691.66,2023-10-18,2023-10-23,Returneret,Kreditkort
O72621,P1014,C21004,5,10323.55,2022-01-01,2022-01-04,Leveret,Faktura
O72622,P1010,C21076,4,7846.48,2023-07-18,2023-07-23,Afsendt,MobilePay
O72623,P1003,C20830,6,17094.6,2024-03-16,2024-03-21,Leveret,Faktura
O72624,P1012,C20259,4,10865.16,2022-06-20,2022-06-25,Leveret,Kreditkort
O72625,P1001,C20237,3,3578.19,2022-03-17,2022-03-22,Leveret,Faktura
O72626,P1018,C20049,3,1633.38,2023-01-27,2023-01-31,Afsendt,Kreditkort
O72627,P1017,C20302,4,17993.32,2024-02-08,2024-02-09,Afsendt,Kreditkort
O72628,P1018,C20501,4,2177.84,2023-10-27,2023-11-03,Afsendt,Kreditkort
O72629,P1014,C20956,4,8258.84,2023-03-26,2023-03-29,Leveret,MobilePay
O72630,P1005,C20106,4,7064.92,2022-07-29,2022-08-02,Afsendt,Kreditkort
O72631,P1018,C20109,3,1633.38,2023-10-18,2023-10-19,Afsendt,Faktura
O72632,P1019,C20603,1,3980.19,2023-11-01,2023-11-08,Afsendt,Faktura
O72633,P1012,C20139,4,10865.16,2022-02-11,2022-02-18,Afsendt,Kreditkort
O72634,P1005,C20208,1,1766.23,2022-11-14,2022-11-19,Afsendt,MobilePay
O72635,P1006,C21068,2,1145.82,2022-03-03,2022-03-04,Afsendt,Faktura
O72636,P1020,C20943,5,13458.3,2023-02-18,2023-02-21,Afsendt,MobilePay
O72637,P1016,C21200,5,6537.35,2022-10-19,2022-10-22,Afsendt,Faktura
O72638,P1019,C20075,5,19900.95,2024-02-16,2024-02-20,Leveret,Dankort
O72639,P1019,C20901,3,11940.57,2022-06-07,2022-06-14,Leveret,MobilePay
O72640,P1020,C20191,2,5383.32,2022-05-28,2022-05-30,Leveret,MobilePay
O72641,P1016,C20621,1,1307.47,2023-02-08,2023-02-10,Afsendt,Kreditkort
O72642,P1003,C20856,2,5698.2,2022-07-19,2022-07-23,Leveret,Kreditkort
O72643,P1003,C20432,3,8547.3,2023-03-14,2023-03-19,Afsendt,Dankort
O72644,P1016,C20989,3,3922.41,2022-06-17,2022-06-24,Leveret,Kreditkort
O72645,P1009,C21011,6,1941.24,2023-04-25,2023-04-27,Afsendt,Faktura
O72646,P1003,C20763,6,17094.6,2024-04-11,2024-04-14,Annulleret,MobilePay
O72647,P1006,C20678,6,3437.46,2023-08-14,2023-08-19,Leveret,MobilePay
O72648,P1002,C21066,6,1528.44,2023-06-24,2023-06-26,Leveret,Kreditkort
O72649,P1016,C20990,4,5229.88,2022-08-20,2022-08-27,Afsendt,MobilePay
O72650,P1019,C20616,1,3980.19,2023-05-26,2023-06-01,Leveret,MobilePay
O72651,P1005,C20458,5,8831.15,2022-04-20,2022-04-27,Leveret,Kreditkort
O72652,P1009,C20202,2,647.08,2022-09-12,2022-09-16,Leveret,MobilePay
O72653,P1019,C21161,4,15920.76,2023-02-27,2023-03-05,Afsendt,Dankort
O72654,P1003,C20136,4,11396.4,2022-09-06,2022-09-08,Leveret,Dankort
O72655,P1012,C20316,4,10865.16,2023-03-23,2023-03-27,Afsendt,Dankort
O72656,P1004,C20483,3,8959.2,2022-12-08,2022-12-11,Afsendt,Faktura
O72657,P1017,C20881,4,17993.32,2023-02-10,2023-02-15,Leveret,MobilePay
O72658,P1020,C20689,2,5383.32,2022-09-07,2022-09-12,Afsendt,MobilePay
O72659,P1012,C20207,1,2716.29,2023-08-31,2023-09-04,Afsendt,Dankort
O72660,P1019,C20190,4,15920.76,2022-06-03,2022-06-08,Annulleret,Kreditkort
O72661,P1014,C20067,2,4129.42,2022-02-22,2022-02-23,Afsendt,MobilePay
O72662,P1009,C20732,6,1941.24,2023-11-27,2023-12-03,Leveret,Dankort
O72663,P1009,C20677,3,970.62,2022-02-11,2022-02-13,Afsendt,Dankort
O72664,P1016,C20349,2,2614.94,2022-02-10,2022-02-15,Annulleret,Faktura
O72665,P1003,C21078,3,8547.3,2022-04-21,2022-04-24,Afsendt,MobilePay
O72666,P1014,C20533,5,10323.55,2022-05-22,2022-05-23,Afsendt,Dankort
O72667,P1017,C20582,6,26989.98,2023-05-24,2023-05-29,Afsendt,MobilePay
O72668,P1010,C20927,4,7846.48,2023-11-12,2023-11-14,Afsendt,MobilePay
O72669,P1010,C20857,4,7846.48,2022-10-28,2022-11-03,Leveret,Kreditkort
O72670,P1018,C20669,6,3266.76,2024-03-24,2024-03-31,Afsendt,Faktura
O72671,P1005,C20163,1,1766.23,2022-06-02,2022-06-08,Afsendt,Dankort
O72672,P1014,C20306,2,4129.42,2022-06-01,2022-06-02,Leveret,MobilePay
O72673,P1010,C21187,3,5884.86,2024-02-28,2024-03-02,Afsendt,Faktura
O72674,P1004,C21131,6,17918.4,2023-03-22,2023-03-26,Leveret,MobilePay
O72675,P1009,C20070,4,1294.16,2023-12-28,2023-12-30,Afsendt,Faktura
O72676,P1004,C20065,1,2986.4,2022-07-16,2022-07-19,Leveret,MobilePay
O72677,P1012,C20950,4,10865.16,2023-02-03,2023-02-05,Leveret,Faktura
O72678,P1012,C20921,3,8148.87,2024-03-13,2024-03-19,Afsendt,MobilePay
O72679,P1019,C20645,6,23881.14,2024-02-03,2024-02-09,Returneret,Kreditkort
O72680,P1020,C20514,2,5383.32,2022-01-08,2022-01-15,Afsendt,Faktura
O72681,P1005,C20288,1,1766.23,2024-06-15,2024-06-18,Afsendt,Faktura
O72682,P1010,C20856,2,3923.24,2022-10-12,2022-10-14,Afsendt,Dankort
O72683,P1010,C20764,3,5884.86,2023-10-09,2023-10-12,Afsendt,Dankort
O72684,P1012,C20414,5,13581.45,2023-05-10,2023-05-17,Afsendt,MobilePay
O72685,P1012,C21035,6,16297.74,2023-11-28,2023-12-04,Afsendt,Faktura
O72686,P1003,C20403,5,14245.5,2023-06-26,2023-07-01,Afsendt,Dankort
O72687,P1003,C20595,5,14245.5,2023-04-11,2023-04-17,Afsendt,Faktura
O72688,P1001,C20835,1,1192.73,2022-02-15,2022-02-18,Afsendt,Dankort
O72689,P1009,C20950,4,1294.16,2023-05-01,2023-05-08,Annulleret,Kreditkort
O72690,P1003,C20921,2,5698.2,2022-11-19,2022-11-26,Afsendt,Dankort
O72691,P1002,C20521,5,1273.7,2024-04-16,2024-04-18,Afsendt,Dankort
O72692,P1016,C20921,2,2614.94,2023-06-28,2023-06-30,Afsendt,Dankort
O72693,P1004,C21097,3,8959.2,2023-03-17,2023-03-18,Leveret,Faktura
O72694,P1012,C20628,6,16297.74,2022-01-17,2022-01-22,Leveret,Dankort
O72695,P1017,C21132,5,22491.65,2023-05-24,2023-05-29,Afsendt,Dankort
O72696,P1009,C21149,4,1294.16,2024-05-25,2024-05-27,Leveret,Kreditkort
O72697,P1017,C20880,1,4498.33,2023-07-13,2023-07-19,Afsendt,Kreditkort
O72698,P1004,C20529,2,5972.8,2023-05-07,2023-05-08,Afsendt,MobilePay
O72699,P1019,C20874,2,7960.38,2023-11-19,2023-11-22,Afsendt,Kreditkort
O72700,P1020,C20634,3,8074.98,2023-01-06,2023-01-07,Returneret,Dankort
O72701,P1012,C20007,1,2716.29,2022-03-20,2022-03-22,Returneret,Dankort
O72702,P1020,C20367,3,8074.98,2024-03-08,2024-03-15,Afsendt,Faktura
O72703,P1006,C20953,5,2864.55,2022-12-12,2022-12-13,Afsendt,Faktura
O72704,P1018,C20730,1,544.46,2023-11-16,2023-11-21,Leveret,MobilePay
O72705,P1020,C21117,2,5383.32,2022-06-30,2022-07-04,Annulleret,Dankort
O72706,P1020,C20130,1,2691.66,2023-09-28,2023-10-05,Afsendt,MobilePay
O72707,P1012,C21096,6,16297.74,2022-06-14,2022-06-19,Afsendt,MobilePay
O72708,P1012,C20886,4,10865.16,2022-01-31,2022-02-03,Afsendt,Faktura
O72709,P1017,C20991,5,22491.65,2022-08-06,2022-08-08,Leveret,Dankort
O72710,P1012,C21013,6,16297.74,2024-02-02,2024-02-04,Afsendt,Faktura
O72711,P1002,C20408,3,764.22,2023-02-01,2023-02-04,Annulleret,Dankort
O72712,P1016,C20728,5,6537.35,2023-04-09,2023-04-11,Afsendt,MobilePay
O72713,P1019,C20016,6,23881.14,2023-10-27,2023-10-30,Returneret,Faktura
O72714,P1012,C21067,1,2716.29,2022-03-29,2022-03-31,Afsendt,Dankort
O72715,P1014,C21134,4,8258.84,2023-08-31,2023-09-02,Returneret,MobilePay
O72716,P1020,C20650,1,2691.66,2022-05-03,2022-05-08,Afsendt,Faktura
O72717,P1012,C20113,1,2716.29,2022-10-28,2022-10-29,Annulleret,Kreditkort
O72718,P1012,C20314,4,10865.16,2023-12-14,2023-12-17,Afsendt,Faktura
O72719,P1001,C21021,1,1192.73,2022-03-18,2022-03-23,Afsendt,MobilePay
O72720,P1016,C20672,3,3922.41,2023-02-21,2023-02-22,Afsendt,Dankort
O72721,P1009,C20206,5,1617.7,2024-06-09,2024-06-11,Afsendt,Dankort
O72722,P1001,C20254,3,3578.19,2022-09-28,2022-10-05,Afsendt,Kreditkort
O72723,P1004,C20101,2,5972.8,2023-08-20,2023-08-27,Afsendt,Dankort
O72724,P1006,C21119,5,2864.55,2024-04-11,2024-04-17,Afsendt,MobilePay
O72725,P1020,C20639,1,2691.66,2022-04-13,2022-04-17,Annulleret,Faktura
O72726,P1001,C20107,3,3578.19,2022-04-06,2022-04-12,Afsendt,Dankort
O72727,P1004,C20088,4,11945.6,2023-08-26,2023-08-27,Afsendt,MobilePay
O72728,P1004,C20326,3,8959.2,2023-02-20,2023-02-25,Afsendt,Kreditkort
O72729,P1005,C21166,2,3532.46,2022-03-25,2022-03-28,Leveret,Dankort
O72730,P1016,C20448,4,5229.88,2023-10-08,2023-10-15,Leveret,Kreditkort
O72731,P1012,C21044,6,16297.74,2022-06-23,2022-06-29,Afsendt,Faktura
O72732,P1006,C21182,3,1718.73,2022-01-06,2022-01-12,Leveret,Kreditkort
O72733,P1017,C20881,1,4498.33,2023-05-20,2023-05-25,Afsendt,Faktura
O72734,P1006,C20706,3,1718.73,2022-07-17,2022-07-24,Afsendt,Faktura
O72735,P1018,C20256,2,1088.92,2023-08-16,2023-08-19,Leveret,MobilePay
O72736,P1014,C20235,1,2064.71,2023-10-26,2023-10-31,Afsendt,Kreditkort
O72737,P1010,C21181,2,3923.24,2024-02-04,2024-02-07,Afsendt,Dankort
O72738,P1005,C20083,6,10597.38,2023-11-19,2023-11-21,Afsendt,Kreditkort
O72739,P1010,C20809,1,1961.62,2024-02-02,2024-02-03,Afsendt,Kreditkort
O72740,P1003,C20431,1,2849.1,2022-10-11,2022-10-12,Leveret,Dankort
O72741,P1001,C20916,2,2385.46,2023-02-28,2023-03-01,Afsendt,Dankort
O72742,P1001,C20776,4,4770.92,2024-06-08,2024-06-11,Leveret,MobilePay
O72743,P1017,C20299,6,26989.98,2023-03-31,2023-04-06,Afsendt,MobilePay
O72744,P1002,C20498,6,1528.44,2022-07-12,2022-07-19,Afsendt,MobilePay
O72745,P1018,C20888,1,544.46,2023-03-24,2023-03-25,Afsendt,Dankort
O72746,P1016,C20940,6,7844.82,2024-03-11,2024-03-18,Afsendt,Kreditkort
O72747,P1009,C20289,3,970.62,2023-02-28,2023-03-01,Afsendt,Kreditkort
O72748,P1016,C21085,4,5229.88,2023-03-13,2023-03-20,Afsendt,Faktura
O72749,P1002,C20921,2,509.48,2022-12-23,2022-12-26,Afsendt,MobilePay
O72750,P1019,C20329,3,11940.57,2024-05-09,2024-05-13,Afsendt,Faktura
O72751,P1020,C20996,2,5383.32,2022-05-17,2022-05-18,Afsendt,Kreditkort
O72752,P1010,C21070,3,5884.86,2022-04-23,2022-04-26,Afsendt,Dankort
O72753,P1002,C20636,5,1273.7,2022-10-06,2022-10-13,Leveret,Dankort
O72754,P1009,C20495,1,323.54,2022-03-06,2022-03-11,Annulleret,MobilePay
O72755,P1020,C21139,6,16149.96,2024-04-09,2024-04-11,Annulleret,Kreditkort
O72756,P1006,C20306,1,572.91,2023-10-05,2023-10-09,Returneret,MobilePay
O72757,P1020,C20860,5,13458.3,2024-02-26,2024-03-03,Afsendt,Dankort
O72758,P1005,C20628,1,1766.23,2023-05-08,2023-05-10,Leveret,Faktura
O72759,P1020,C20409,3,8074.98,2022-09-15,2022-09-21,Leveret,MobilePay
O72760,P1014,C20402,5,10323.55,2022-04-09,2022-04-13,Annulleret,MobilePay
O72761,P1001,C20966,3,3578.19,2022-02-16,2022-02-23,Leveret,MobilePay
O72762,P1019,C20034,5,19900.95,2023-05-20,2023-05-22,Leveret,Dankort
O72763,P1017,C20090,4,17993.32,2023-08-02,2023-08-04,Afsendt,Faktura
O72764,P1004,C21124,1,2986.4,2023-07-02,2023-07-08,Afsendt,Kreditkort
O72765,P1017,C20760,2,8996.66,2022-08-15,2022-08-21,Afsendt,MobilePay
O72766,P1019,C20575,1,3980.19,2022-01-12,2022-01-17,Leveret,Faktura
O72767,P1001,C20244,2,2385.46,2022-08-03,2022-08-04,Afsendt,MobilePay
O72768,P1006,C20494,6,3437.46,2024-03-21,2024-03-26,Afsendt,MobilePay
O72769,P1002,C20014,6,1528.44,2023-07-09,2023-07-11,Annulleret,Faktura
O72770,P1020,C20678,4,10766.64,2024-04-16,2024-04-18,Afsendt,Kreditkort
O72771,P1016,C20715,4,5229.88,2023-08-13,2023-08-16,Annulleret,Faktura
O72772,P1005,C20200,1,1766.23,2023-07-24,2023-07-30,Returneret,Dankort
O72773,P1017,C20322,2,8996.66,2023-11-15,2023-11-18,Afsendt,Dankort
O72774,P1017,C20405,2,8996.66,2024-01-21,2024-01-23,Afsendt,Faktura
O72775,P1014,C20276,2,4129.42,2022-03-04,2022-03-10,Afsendt,Kreditkort
O72776,P1020,C20885,3,8074.98,2023-01-11,2023-01-17,Afsendt,Dankort
O72777,P1014,C20016,4,8258.84,2024-05-03,2024-05-05,Afsendt,Dankort
O72778,P1002,C20223,4,1018.96,2023-06-30,2023-07-02,Afsendt,Kreditkort
O72779,P1005,C20223,4,7064.92,2022-08-05,2022-08-06,Afsendt,Kreditkort
O72780,P1006,C21137,6,3437.46,2022-09-30,2022-10-06,Annulleret,MobilePay
O72781,P1012,C21092,5,13581.45,2023-04-09,2023-04-11,Leveret,Kreditkort
O72782,P1005,C20912,5,8831.15,2023-04-05,2023-04-09,Afsendt,MobilePay
O72783,P1009,C20042,6,1941.24,2023-09-13,2023-09-15,Afsendt,MobilePay
O72784,P1006,C20187,4,2291.64,2023-01-20,2023-01-27,Annulleret,Dankort
O72785,P1005,C20471,1,1766.23,2024-03-26,2024-04-01,Leveret,Dankort
O72786,P1019,C21190,6,23881.14,2023-07-28,2023-08-01,Leveret,Kreditkort
O72787,P1005,C20475,5,8831.15,2022-02-24,2022-03-01,Leveret,Kreditkort
O72788,P1012,C21114,5,13581.45,2022-02-21,2022-02-26,Annulleret,Kreditkort
O72789,P1004,C21076,3,8959.2,2023-07-06,2023-07-11,Afsendt,MobilePay
O72790,P1006,C20366,2,1145.82,2022-09-25,2022-09-28,Afsendt,Faktura
O72791,P1017,C20452,2,8996.66,2024-05-20,2024-05-27,Leveret,Dankort
O72792,P1003,C20147,4,11396.4,2023-06-15,2023-06-17,Afsendt,Dankort
O72793,P1001,C20338,4,4770.92,2024-01-26,2024-02-02,Leveret,MobilePay
O72794,P1020,C20056,1,2691.66,2022-01-31,2022-02-01,Leveret,Dankort
O72795,P1010,C20172,1,1961.62,2024-06-02,2024-06-09,Afsendt,Dankort
O72796,P1017,C20202,4,17993.32,2022-03-26,2022-04-01,Afsendt,MobilePay
O72797,P1002,C20053,6,1528.44,2022-02-28,2022-03-07,Leveret,MobilePay
O72798,P1002,C21033,1,254.74,2022-11-17,2022-11-21,Leveret,MobilePay
O72799,P1004,C20303,5,14932.0,2022-09-25,2022-09-27,Leveret,Faktura
O72800,P1006,C20309,1,572.91,2022-10-22,2022-10-26,Afsendt,MobilePay
O72801,P1020,C20644,1,2691.66,2023-05-29,2023-06-03,Afsendt,Dankort
O72802,P1014,C20091,1,2064.71,2023-06-04,2023-06-08,Afsendt,Dankort
O72803,P1009,C20774,2,647.08,2023-11-09,2023-11-12,Afsendt,MobilePay
O72804,P1010,C20564,5,9808.1,2022-04-01,2022-04-04,Afsendt,Faktura
O72805,P1004,C20846,2,5972.8,2023-01-22,2023-01-27,Afsendt,MobilePay
O72806,P1001,C20101,3,3578.19,2023-06-08,2023-06-10,Afsendt,Kreditkort
O72807,P1019,C20086,6,23881.14,2024-03-14,2024-03-19,Afsendt,Dankort
O72808,P1016,C20426,4,5229.88,2023-10-03,2023-10-07,Afsendt,Faktura
O72809,P1020,C21077,1,2691.66,2023-09-25,2023-09-28,Afsendt,Dankort
O72810,P1020,C20251,1,2691.66,2022-03-04,2022-03-07,Annulleret,MobilePay
O72811,P1004,C21084,5,14932.0,2024-05-04,2024-05-09,Leveret,MobilePay
O72812,P1018,C20364,6,3266.76,2023-10-03,2023-10-09,Afsendt,Faktura
O72813,P1006,C20775,2,1145.82,2023-05-26,2023-05-28,Leveret,Kreditkort
O72814,P1004,C20549,4,11945.6,2023-06-26,2023-07-02,Afsendt,Dankort
O72815,P1019,C20605,5,19900.95,2022-05-25,2022-05-31,Leveret,MobilePay
O72816,P1005,C20498,1,1766.23,2023-02-22,2023-02-25,Annulleret,Kreditkort
O72817,P1010,C20883,5,9808.1,2023-01-13,2023-01-19,Afsendt,MobilePay
O72818,P1004,C20084,4,11945.6,2024-03-07,2024-03-10,Leveret,MobilePay
O72819,P1005,C20766,3,5298.69,2023-10-09,2023-10-13,Leveret,Dankort
O72820,P1020,C20756,2,5383.32,2022-07-11,2022-07-15,Afsendt,Kreditkort
O72821,P1012,C20048,6,16297.74,2022-10-28,2022-10-30,Leveret,Faktura
O72822,P1019,C20596,3,11940.57,2023-01-22,2023-01-25,Afsendt,Dankort
O72823,P1010,C20755,1,1961.62,2024-03-01,2024-03-03,Afsendt,Kreditkort
O72824,P1001,C20275,6,7156.38,2024-04-30,2024-05-03,Afsendt,Dankort
O72825,P1001,C20594,1,1192.73,2023-11-21,2023-11-27,Leveret,Dankort
O72826,P1017,C20443,2,8996.66,2024-05-23,2024-05-26,Afsendt,MobilePay
O72827,P1006,C20646,3,1718.73,2022-07-18,2022-07-25,Annulleret,Dankort
O72828,P1017,C20210,2,8996.66,2023-02-09,2023-02-15,Afsendt,Faktura
O72829,P1010,C21115,1,1961.62,2023-06-23,2023-06-27,Afsendt,Kreditkort
O72830,P1004,C20406,6,17918.4,2022-09-04,2022-09-09,Afsendt,Kreditkort
O72831,P1001,C20081,2,2385.46,2023-02-19,2023-02-25,Annulleret,Dankort
O72832,P1004,C21035,5,14932.0,2024-01-11,2024-01-12,Afsendt,MobilePay
O72833,P1014,C20834,5,10323.55,2023-02-03,2023-02-04,Leveret,Dankort
O72834,P1017,C20061,1,4498.33,2022-01-11,2022-01-13,Afsendt,MobilePay
O72835,P1004,C20262,5,14932.0,2024-03-08,2024-03-12,Leveret,Dankort
O72836,P1019,C20968,3,11940.57,2022-09-08,2022-09-14,Leveret,Faktura
O72837,P1018,C20246,5,2722.3,2022-09-28,2022-10-04,Returneret,Faktura
O72838,P1002,C20803,2,509.48,2022-01-04,2022-01-09,Afsendt,MobilePay
O72839,P1004,C20146,3,8959.2,2022-05-18,2022-05-19,Leveret,MobilePay
O72840,P1018,C20474,2,1088.92,2022-04-22,2022-04-27,Afsendt,Faktura
O72841,P1016,C20286,5,6537.35,2022-12-18,2022-12-25,Leveret,Faktura
O72842,P1012,C20323,6,16297.74,2022-07-19,2022-07-21,Annulleret,Kreditkort
O72843,P1014,C20687,3,6194.13,2022-03-17,2022-03-19,Afsendt,Dankort
O72844,P1009,C20603,1,323.54,2022-04-05,2022-04-08,Afsendt,Faktura
O72845,P1012,C20044,3,8148.87,2024-02-05,2024-02-06,Leveret,MobilePay
O72846,P1009,C20878,4,1294.16,2022-09-01,2022-09-05,Afsendt,Dankort
O72847,P1004,C20264,1,2986.4,2023-06-16,2023-06-22,Afsendt,Dankort
O72848,P1012,C21066,1,2716.29,2022-02-13,2022-02-15,Annulleret,MobilePay
O72849,P1009,C20182,5,1617.7,2023-02-04,2023-02-08,Leveret,Dankort
O72850,P1002,C20149,4,1018.96,2023-01-31,2023-02-02,Afsendt,Kreditkort
O72851,P1020,C20521,2,5383.32,2022-04-13,2022-04-15,Annulleret,MobilePay
O72852,P1019,C21127,5,19900.95,2022-02-23,2022-03-02,Afsendt,Dankort
O72853,P1012,C20870,4,10865.16,2023-05-13,2023-05-19,Leveret,Kreditkort
O72854,P1006,C20595,3,1718.73,2023-09-29,2023-10-01,Leveret,Dankort
O72855,P1018,C20011,5,2722.3,2022-04-29,2022-05-01,Leveret,Faktura
O72856,P1001,C20487,3,3578.19,2024-03-09,2024-03-11,Afsendt,Kreditkort
O72857,P1017,C20767,2,8996.66,2023-02-22,2023-02-23,Leveret,Dankort
O72858,P1002,C20925,3,764.22,2022-02-24,2022-02-25,Leveret,Dankort
O72859,P1016,C20755,5,6537.35,2023-09-13,2023-09-20,Returneret,Dankort
O72860,P1018,C20373,5,2722.3,2024-04-02,2024-04-05,Annulleret,Faktura
O72861,P1020,C20826,2,5383.32,2022-09-19,2022-09-24,Leveret,Faktura
O72862,P1003,C20608,4,11396.4,2024-02-25,2024-03-01,Leveret,Faktura
O72863,P1018,C21097,2,1088.92,2022-04-02,2022-04-07,Leveret,Faktura
O72864,P1017,C20677,2,8996.66,2023-10-15,2023-10-20,Afsendt,MobilePay
O72865,P1006,C21167,3,1718.73,2022-01-22,2022-01-29,Leveret,Kreditkort
O72866,P1004,C20457,2,5972.8,2022-06-29,2022-07-01,Afsendt,Kreditkort
O72867,P1019,C21147,5,19900.95,2024-03-05,2024-03-09,Returneret,Dankort
O72868,P1010,C21143,1,1961.62,2023-02-22,2023-02-27,Afsendt,Faktura
O72869,P1014,C20063,4,8258.84,2023-10-18,2023-10-19,Leveret,Kreditkort
O72870,P1018,C20468,5,2722.3,2024-02-07,2024-02-09,Afsendt,Kreditkort
O72871,P1002,C20741,5,1273.7,2022-11-30,2022-12-06,Leveret,Kreditkort
O72872,P1020,C20584,1,2691.66,2023-11-05,2023-11-10,Leveret,MobilePay
O72873,P1004,C21160,2,5972.8,2023-02-22,2023-02-28,Leveret,MobilePay
O72874,P1020,C20832,2,5383.32,2022-01-31,2022-02-05,Afsendt,MobilePay
O72875,P1005,C20545,4,7064.92,2023-07-12,2023-07-18,Afsendt,Faktura
O72876,P1001,C20150,4,4770.92,2023-08-10,2023-08-14,Annulleret,Kreditkort
O72877,P1014,C20202,4,8258.84,2022-01-16,2022-01-21,Leveret,Kreditkort
O72878,P1020,C20643,5,13458.3,2024-02-24,2024-02-26,Afsendt,Dankort
